,weather_event_id,weather_event_started_on,weather_event_ended_on,state,location,event_type,begin_latitude,begin_longitude,end_latitude,end_longitude,magnitude,magnitude_type,damage_property,damage_crops,episode_narrative,comments,distance_to_weather_event_start_km,distance_to_weather_event_end_km,min_distance_to_weather_event_km,system_id,system_latitude,system_longitude,grouping,power,system_data_started_on,system_data_ended_on,system_data_days_before_event,system_data_days_after_event,data_stream,pct_median_output
0,600710,2014-06-18 06:00:00+00:00,2014-06-23 06:00:00+00:00,MINNESOTA,"Ramsey County MINNESOTA, United States",Flood,44.9963986,-93.0615978,44.9153,-93.0164,,,1900000.0,0.0,Several rounds of thunderstorms began during the week of June 14th and continued through most of the week with areas of flash flooding. The flash flooding evolved into areal flooding and then main-stem river flooding which continued through the end of the month. The hardest hit areas were from New Ulm to Mankato northeast through the length of the Minnesota River and the Twin Cities Metro area which had major problems associated with Lake Minnetonka that drains eastward across the cities (Minnehaha Creek) and into the Mississippi near St. Paul. Plus area lakes continued to rise which created more problems with lake houses inundated with the rising lake levels.||Parts of Minnesota received 10-12 inches of rain from June 14th through the 23rd which is 400-600% above normal. In addition the Twin Cities had their wettest start of the year since 1871. Local damage assessments initially reported flood damaged homes businesses roads and infrastructure across a large part southern Minnesota. ||The Minnesota State Emergency Operations Center was partially activated on June 16 and then was fully activated on June 18.  On June 19 the Governor of Minnesota declared a State of Emergency for 35 counties. ||During the height of the flooding the following were impacts according from local officials:||Scott County: Multiple reports of road closures due to high water and debris.  Sporadic power outages reported throughout the county.  Mudslides in Blakeley closed the train tracks in the area impacting Union Pacific and Canadian Pacific rail operations. Highways 6 41 and 101 were closed due to the Minnesota River flooding. ||Carver County:  More than 30 local and county roads were closed due to flooding including around the communities of Chaska Mayer Hollywood Camden Dahlgren Young America and Watertown. During the height of the flooding all river crossings along the Minnesota River were closed. ||Faribault County: Multiple local and county roads were closed; there were some impacts to wastewater treatment plants and drinking wate,,12.087742357545071,11.538810076519148,11.538810076519148,10000.0,44.914573,-93.162525,PV Output,5.85,3/22/2011 12:50,3/22/2023 12:40,1183,3194,ac_power_inv_16421,1.2192482085329448
1,864012,2019-03-17 06:00:00+00:00,2019-03-31 06:00:00+00:00,MINNESOTA,"Dakota County MINNESOTA, United States",Flood,44.731554,-93.1779659,44.9376,-93.0958,,,0.0,0.0,There were many factors that led to a severe Spring flood melt along the Minnesota and Mississippi Rivers and several of their tributaries during the last two weeks of March. The first factor was above average snowpack especially over the Minnesota River Valley for mid March. Additionally the added effect of a cold late Winter kept this snowpack deeper into the early Spring. Once temperatures warmed and snow began to melt a few storms especially around the 12-13th of March led to additional water on the already heavy snowpack. As area rivers streams and creeks began to thaw ice jams developed which led to more areal flooding beyond the flooded river beds. ||Area streams creeks and mainstem rivers started to break up their Winter ice the second week of March with a sharp rise in these basins during the three week sof March as the storm system around the 12th and 13th of March led to the ripening of the snowpack. Although most of the mainstem rivers along the Minnesota River crested the last week of March flood waters continued into April. The Mississippi River crested after the last week of March from St. Paul and points downstream.||During the third week of March the Minnesota Department of Transportation started to close roads along mainstem rivers. County roads were already impacted as flood waters started to spread out across counties from melted snow and recent rainfall from storms.||There were numerous counties in southern and western Minnesota which were declared disaster areas due to the flooding.  They included Chippewa Lac Qui Parle Martin and Yellow Medicine.,,20.375223843337047,5.856478590562808,5.856478590562808,10000.0,44.914573,-93.162525,PV Output,5.85,3/22/2011 12:50,3/22/2023 12:40,2916,1452,ac_power_inv_16421,3.2909959603786954
2,424132,2011-07-16 12:30:00+00:00,2011-07-16 14:30:00+00:00,MINNESOTA,"Ramsey County MINNESOTA, United States",Flash Flood,44.9963986,-93.0615978,44.9369,-92.9821,,,500000.0,0.0,A small complex of thunderstorms developed across central Minnesota and moved southeast across the northern Twin Cities Metro area and produced locally four to six inches of rainfall in less than 4 hours.  ||A train derailed near Fridley due to a bridge being undermined from excessive rainfall. Several water rescues were also performed around Fridley.  ||Some of the major roads that were closed during the height of the storm include;||McKnight at Hwy 36 |Interstate 35 at Interstate 694 |Highway 51 at Interstate 694.||The city of St. Anthony had 3 condo structures 12 units each that were flooded to the point that the local fire department had to cut off electric and gas to the buildings. Plus the local Red Cross had to assist with finding housing for the displaced. There were also many homes with flooded basements in the same area (Fordham Drive Shamrock Drive Penrod Drive).||The city of New Brighton received an estimated 5 to 6 inches of rain in about a 2 �� hour period of time.   This rain created numerous areas of flooding within the City. Significant flooding and damage occurred in the following locations:  Garden View Apartments where their west side lower parking lot was underwater.  An estimated 100 cars were damaged.  Lakeside Mobile Home Park had numerous homes and vehicles that received significant water damage.  There were also numerous other areas of the City that experienced high levels of water and damage to include the Hansen Park area Pike Lake neighborhood New Brighton Business Center 400 block of Old Hwy 8 NW and Innsbruck Drive west of Silver Lake Rd. |  |The city of Little Canada had damage to an office building that contained 6 tenants.  The building had about 3 feet of water in it during the height of the storm. ||The city of Shoreview had several homes with basement flooding.  A couple were on Richmond Ave. ||The city of Maplewood had a road wash out on Old County Road D just east of Highway 61.  A major creek culvert goes under the roadway and it will need to be replaced as well as the road,,12.087742357545071,14.458786993019553,12.087742357545071,10000.0,44.914573,-93.162525,PV Output,5.85,3/22/2011 12:50,3/22/2023 12:40,115,4266,ac_power_inv_16421,1.2343945554895766
3,433888,2011-08-17 00:00:00+00:00,2011-08-17 03:00:00+00:00,MINNESOTA,"Ramsey County MINNESOTA, United States",Flash Flood,44.9963986,-93.0615978,45.0706,-93.1826,,,0.0,0.0,Thunderstorms developed across western Minnesota the afternoon of Tuesday August 16th.  These thunderstorms continued to develop eastward across central Minnesota and into east central Minnesota and west central Wisconsin. A few of the thunderstorms began to train across central and east central Minnesota mainly between St. Cloud and the northern suburbs of the Twin Cities during the late afternoon and evening hours. Rainfall amounts were in excess of 1 to 2 inches with locally two to four inches across the northern portions of the Twin Cities. Some areas had significant street flooding and several roads were closed during the height of the storm.,,12.087742357545071,17.41164945620522,12.087742357545071,10000.0,44.914573,-93.162525,PV Output,5.85,3/22/2011 12:50,3/22/2023 12:40,147,4235,ac_power_inv_16421,2.0987351790535635
4,470881,2012-06-15 01:30:00+00:00,2012-06-15 07:30:00+00:00,MINNESOTA,"Dakota County MINNESOTA, United States",Flash Flood,44.731554,-93.1779659,44.549,-92.8051,,,1000000.0,0.0,Thunderstorms developed early Thursday morning across North Dakota and moved southeast across west-central Minnesota and eventually across central and east central Minnesota by the afternoon. As thunderstorms redeveloped during the afternoon and evening across portions of the southern metro area flash flooding became a concern with the hardest hit areas from Northfield to Cannon Falls and the eastern Minnesota border.||The morning and afternoon storms produced mainly large hail around the metro area.  As the storms moved farther south several boundaries aided in the continuation of thunderstorms across the southern metro area. The storm drenched the region where flash flooding occurred with up to 10 inches of rain turning golf course greens to ponds and roads into rivers.||The hardest hit areas in terms of flooding was from Northfield northeast to Cannon Falls and Red Wing where up to 10 inches of rain fell in less than 6 hours. The rainfall and associated flooding caused closures of major highways evacuations of 50 homes along the Cannon River dozens of rescues from people stranded in cars and one tour bus near the Treasure Island Resort and Casino area. Plus there was substantial damage to parks especially Miesville Ravine Park Reserve where 1800 square feet of boardwalk and two parking lots were washout or destroyed. Damages were estimated to around one million dollars alone to this park. ||At one point the Little Cannon River near Cannon Falls rose 39 inches in less than 6 hours and the main Cannon River rose 28 inches to a level not experienced since the September 2010 flood. ||There was also wind damage reported between Kenyon Pine City and Zumbrota specifically south of Highway 60 and along Highways 60 and 52. At least one home was severely damaged as well as small buildings and trees.  Wind storms and flooding during the period June 14-21 led to Dakota Goodhue Kandiyohi Meeker Rice and Sibley counties being among those Minnesota counties designated disaster areas by presidential declaration on July 6 2012,,20.375223843337047,49.517606231541706,20.375223843337047,10000.0,44.914573,-93.162525,PV Output,5.85,3/22/2011 12:50,3/22/2023 12:40,450,3932,ac_power_inv_16421,1.1983796816697503
5,521499,2013-06-22 01:00:00+00:00,2013-06-22 03:00:00+00:00,MINNESOTA,"Ramsey County MINNESOTA, United States",Flash Flood,44.9963986,-93.0615978,44.9562,-93.0992,,,0.0,0.0,Two rounds of severe thunderstorms occurred across portions of southern and central Minnesota between Friday afternoon June 21st and early Saturday morning June 22nd. These storms first developed across central South Dakota and moved into west central Minnesota after 4 pm causing large hail damaging winds and torrential rainfall. ||These storms weakened briefly in central Minnesota before re-intensifying across east central Minnesota in the western suburbs of the Twin Cities and quickly caused widespread damaging winds across the metro area. ||Widespread fallen trees and power lines occurred from near Maple Plain eastward to Medina Plymouth Medicine Lake St. Louis Park and much of Minneapolis. In addition the Twin Cities airport measured a wind gust of 61 mph with numerous wind gusts from private home wind sensors of 50 to 60 mph across Minneapolis and St. Paul. ||At the height of the storm approximately 500000 residents were without power according to Xcel Energy. It wasn't until Thursday June 27th that all areas in the Twin Cities had their power restored. ||These storms moved into west central Wisconsin but continued to produced high winds and large hail.  Severe thunderstorms also developed near Mankato Friday evening and produced up to golf ball size hail. Another area of severe thunderstorms developed across southwest and west central Minnesota and moved east-southeast across south central Minnesota during the overnight hours.||Due to the severity of this event 18 Minnesota counties hit by flash flooding and severe storms were declared national disaster by the president of the United States and were allowed FEMA assisted funds.  Of the 18 counties 12 are in the Chanhassen area: Benton Douglas Faribault Freeborn Hennepin McLeod Morrison Pope Sibley Stearns Stevens and Swift.  A preliminary estimate pegs the cost of damage to public infrastructure at $17.8 million.,,12.087742357545071,6.810726339803192,6.810726339803192,10000.0,44.914573,-93.162525,PV Output,5.85,3/22/2011 12:50,3/22/2023 12:40,822,3560,ac_power_inv_16421,0.0
6,546205,2013-07-12 13:30:00+00:00,2013-07-12 16:30:00+00:00,MINNESOTA,"Hennepin County MINNESOTA, United States",Flash Flood,45.0208911,-93.5094574,44.8957,-93.1926,,,500000.0,0.0,Scattered thunderstorms that developed across west central Minnesota early Saturday morning July 13th moved southeast across central east central and south central Minnesota by daybreak.  After 3 AM CST thunderstorms began across of the western suburbs of the Twin Cities and slowly moved southeast across the southwest Metro and then portions of south central and southeast Minnesota around Elko New Market Northfield and Dundas where locally 5 to 9 inches of rain fell between 6 AM CST to 9 AM CST.  ||The heaviest rainfall occurred between 3 AM CST and 6 AM CST across Carver Hennepin and northern Scott counties. These areas received between 3 and 6 inches of rainfall in 2-3 hours. Flooding reports were widespread across southern Hennepin and northern Scott counties. Flood waters quickly went into area streams and creeks and spilled across low areas of southern Hennepin county. There were many reports of bike paths golf courses and intersections inundated with flood waters.  ||The storms continued to back build across the southwestern suburbs of the Twin Cities and spread southeast into southern Scott southwestern Dakota and northern Rice counties between 6 AM CST to 9 AM CST. Rainfall amounts surpassed 5 inches with as much as locally 8.3 inches in a band from near Prior Lake southeast to Elko New Market Webster Dundas and Northfield. ||The storms started to weaken after 9 AM but lingering showers continued through 10 AM before moving south of the flooded region. By noon rainfall totals surpassed normal July monthly totals within 3 to 6 hours. ||The rainfall amounts and high rates caused significant flooding along the Cannon Vermillion and Little Cannon Rivers and many creeks and streams that feed into these longer river systems.,,29.811206540502575,3.1686917139556137,3.1686917139556137,10000.0,44.914573,-93.162525,PV Output,5.85,3/22/2011 12:50,3/22/2023 12:40,843,3539,ac_power_inv_16421,0.0
7,591168,2014-06-01 10:45:00+00:00,2014-06-01 14:45:00+00:00,MINNESOTA,"Dakota County MINNESOTA, United States",Flash Flood,44.731554,-93.1779659,44.8513,-93.162,,,0.0,0.0,Several rounds of strong thunderstorms moved across southern Minnesota producing torrential rainfall with rates as high as 3 inches per hour. Precipitable water values were 1.6 to 1.7 inches of liquid water which is equivalent to 150 to 175% above normal for the Upper Midwest for early June. ||Rainfall totals earlier Saturday afternoon were around 2 to 4 inches across the western Suburbs from previous thunderstorms. After 3 am Sunday June 1st the third round of strong thunderstorms moved across mainly the southern part of the Twin Cities and into west central Wisconsin. ||Flooding reports started to come in around daybreak Sunday morning June 1st. One of the most significant flooding report came from the southwest suburb of Eden Prairie where a large area of saturated soil collapsed causing part of a house to lose its backyard. Eventually this house had to be removed due to unstable soil conditions and the large eroded area of dirt and debris. Other areas of the Twin Cities had road closures due to flooding and basement flooding. ||In Washington County  Wilmes Lake trail crossing in Woodbury was blocked with debris due to 1-3 feet of flowing water. In addition Lake Road on the southern tip of Colby Lake (Edgewater Drive) was flooded over about 8. Other reports of flooded roadways included: Conifer Pass Princeton Bay Leyland Place Leyland Trail @ Dartford Road Antrim Rd @ Woodbury Drive Settlers Ridge Parkway @ Stone Mill Farms Curve 6100 block of Poplar Road and the 11300 block of Harness Draw. ||Due to several heavy rainfall events in late May  Lake Minnetonka reached a new record high of 930.66 MSL on Tuesday June 3 (an increase of 5.4 inches since Friday May 30th 2014). The District was following a DNR-approved operating procedure for the Gray���s Bay Dam and was discharging water at a rate of 300 cubic feet per second into the Minnetonka Creek which had flooding along it across southern Hennepin County. ||Some of the higher rainfall totals during this flood event include:||5.33 inches West of Belle Plaine. |4,,20.375223843337047,7.031618547638727,7.031618547638727,10000.0,44.914573,-93.162525,PV Output,5.85,3/22/2011 12:50,3/22/2023 12:40,1166,3215,ac_power_inv_16421,1.341115567274482
8,599030,2014-06-19 14:00:00+00:00,2014-06-19 18:00:00+00:00,MINNESOTA,"Hennepin County MINNESOTA, United States",Flash Flood,45.0208911,-93.5094574,44.8903,-93.3822,,,0.0,0.0,Several rounds of thunderstorms developed across western and southern Minnesota during the late evening and early morning hours of Thursday June 19th and moved eastward through the mid morning hours. Although some of the thunderstorms did produced wind damage near Wintrop most of the damage was associated with extreme rainfall rates where flash flooding caused mud slides road closures and inundated communities. ||As the thunderstorms developed near Granite Falls prior to midnight and west of Redwood Falls heavy rainfall caused flooded basements one of which caused a basement wall in Belview to collapsed. ||There were three rounds of thunderstorms that occurred from south central to east central Minnesota from midnight through 9 am Thursday morning. Each round of thunderstorms produced one to two inches of rainfall and by the time the third round moved across the same areas nearly 4 to 6 inches fell and produced widespread areas of flooding with some flash flooding.,,29.811206540502575,17.558480148539758,17.558480148539758,10000.0,44.914573,-93.162525,PV Output,5.85,3/22/2011 12:50,3/22/2023 12:40,1185,3197,ac_power_inv_16421,1.4164387765799549
9,672870,2015-09-17 11:50:00+00:00,2015-09-17 14:00:00+00:00,MINNESOTA,"Dakota County MINNESOTA, United States",Flash Flood,44.731554,-93.1779659,44.8907,-93.1479,,,0.0,0.0,A line of thunderstorms developed early Thursday morning September 17th in eastern Minnesota near the Twin Cities. These storms produced very heavy rainfall gusty winds and some hail. The largest hail stone was quarter size near Crystal. Several thunderstorms moved across northern Dakota southern Ramsey and parts of western Washington Counties and produced up to 2-3 inches of rainfall in less than 2 hours. These rainfall amounts and high rainfall rates led to flash flooding along several highways during the morning commute in the southeast Twin Cities metro area. Several cars stalled in flood waters as they moved into areas of 2-3 feet of water along I-35E near St. Paul.,,20.375223843337047,2.8935534761226167,2.8935534761226167,10000.0,44.914573,-93.162525,PV Output,5.85,3/22/2011 12:50,3/22/2023 12:40,1639,2742,ac_power_inv_16421,0.3589407291045915
